Date,GLD,SP_open,DJ_open,EG_open,OF_Open,OS_Open,SF_Open,USB_Open,PLT_Open,PLD_Open,USDI_Open,GDX_Open,USO_Open
12-06-2015,113.059998,210.639999,18035.83008,21.6,64.87,60.59,36732,2.384,1107.55,738.65,95.1,18.68,20.26
15-06-2015,113.279999,208.639999,17890.75977,20.85,63.62,59.94,36675,2.349,1097.55,736.65,95.155,18.51,19.950001
16-06-2015,113.080002,208.929993,17787.42969,20.9,63.8,59.66,36960,2.352,1088.5,734.4,95.12,18.43,20.17
17-06-2015,113.07,210.589996,17909.58008,20.450001,63.6,60.12,36818,2.309,1080.3,730,95.27,18.26,20.620001
18-06-2015,115.190002,211.309998,17944.60938,21.549999,63.74,59.85,36990,2.3,1081.95,724.1,94.35,19.139999,20.34
19-06-2015,115.339996,211.460007,18116.24023,20.9,64.2,60.78,36879,2.326,1084.55,718.35,94.2,19.030001,20.040001
22-06-2015,113.790001,211.910004,18027.63086,20.049999,62.57,59.44,36654,2.286,1082.95,699.15,94.275,18.41,19.92
23-06-2015,112.959999,212.139999,18121.7793,20.6,63.21,60.28,36700,2.374,1063.35,694.6,94.5,18.25,20.02
24-06-2015,112.480003,211.720001,18139.09961,20.700001,64.66,61.2,35994,2.4,1068.5,697.45,95.58,18.299999,20.370001
25-06-2015,112.43,211.100006,17977.10938,20.85,63.5,60.27,36311,2.365,1075.05,695.45,95.42,18.32,20.049999
26-06-2015,112.199997,210.289993,17892.0293,20.15,63.34,59.74,36090,2.403,1083.55,676.3,95.36,18.15,19.790001
29-06-2015,112.809998,208.050003,17936.74023,19.799999,62.85,58.9,36200,2.303,1081.6,674.3,96.41,18.17,19.59
30-06-2015,112.239998,207.259995,17599.96094,20.15,61.77,58.41,35778,2.326,1082.65,665.8,95.185,17.83,19.74
01-07-2015,112.120003,207.729996,17638.11914,20.6,63.02,59.02,35864,2.373,1076.7,674.65,95.795,17.68,19.540001
02-07-2015,111.660004,208.070007,17763.32031,20.200001,61.92,56.89,35300,2.429,1083.5,698,96.58,17.389999,19.16
06-07-2015,111.709999,205.770004,17728.08008,20.25,60,56.45,36025,2.274,1080.75,692.8,96.77,17.5,18.32
07-07-2015,111.080002,206.960007,17684.91992,20.200001,56.85,52.84,36002,2.296,1064.1,680.5,96.5,17.440001,17.59
08-07-2015,111.379997,206.419998,17759.00977,20.1,57.25,52.97,34567,2.256,1032.55,648,96.905,17.16,17.620001
09-07-2015,111.800003,207.039993,17530.38086,20.299999,57.1,51.91,34950,2.197,1025.4,657.9,96.44,17.129999,17.799999
10-07-2015,111.18,207.289993,17561.11914,19.35,58.49,52.49,35469,2.35,1022.55,640.25,96.55,16.98,17.65
13-07-2015,110.43,208.990005,17787.26953,19,58.35,52.19,35625,2.388,1031.65,650.45,96.065,16.530001,17.4
14-07-2015,111,209.720001,17974.60938,18.700001,57.71,52.02,35437,2.447,1034.6,659,97.095,16.780001,17.35
15-07-2015,110,210.729996,18053.38086,18.85,58.63,53.45,35189,2.39,1028.15,653.4,96.815,16.530001,17.5
16-07-2015,109.669998,211.869995,18078.16016,17.950001,57.31,51.73,34747,2.374,1021.5,629,97.35,16.280001,17.389999
17-07-2015,109.110001,212.289993,18117.58008,18.25,56.93,50.98,34421,2.361,1009.8,630.25,97.755,16.049999,17.040001
20-07-2015,106.599998,212.75,18085.91016,16.1,57.12,51.03,34170,2.36,996.45,604,98.09,14.7,16.93
21-07-2015,105.809998,212.429993,18096.66992,16.299999,56.55,49.95,34057,2.372,973.8,606,98.15,14.06,16.84
22-07-2015,104.389999,210.929993,17918.34961,16,56.88,50.75,33988,2.331,974.75,626.1,97.45,13.82,16.66
23-07-2015,104.980003,211.529999,17853.7793,16.700001,56.04,49.29,34100,2.325,984.5,627.55,97.6,14.24,16.440001
24-07-2015,103.610001,210.300003,17731.05078,15.35,55.39,48.85,33836,2.275,981.55,617.75,97.3,13.41,16.18
27-07-2015,104.940002,208,17561.7793,16.450001,54.45,48.03,33783,2.262,988.55,620.8,97.36,13.9,15.81
28-07-2015,105.089996,207.789993,17449.81055,16.200001,53.08,47.08,33760,2.221,983.05,613,96.66,13.73,15.76
29-07-2015,104.93,209.479996,17631.40039,16.049999,52.99,47.86,33859,2.259,984.45,619.25,96.705,13.69,15.82
30-07-2015,104.029999,210.160004,17743.24023,16,53.6,48.88,33982,2.295,988.25,621.15,97.265,13.66,16.209999
31-07-2015,105.410004,211.419998,17755.86914,16.25,53.43,48.56,33900,2.257,991.8,619.85,97.555,13.84,16.120001
03-08-2015,104.589996,210.460007,17696.74023,17.200001,51.55,46.94,33945,2.2,985.25,616.55,97.305,13.64,15.29
04-08-2015,104.559998,209.699997,17596.92969,16.950001,49.7,45.41,33400,2.144,956.4,596,97.61,13.47,15.21
05-08-2015,104.419998,210.449997,17555.24023,16.700001,50.14,46.02,33443,2.234,950.95,597.45,98.075,13.42,15.31
06-08-2015,104.150002,210.289993,17542.60938,16.15,49.72,45.2,33457,2.272,950.1,591.95,97.955,13.21,14.85
07-08-2015,104.559998,208.160004,17414.93945,16.200001,49.62,44.91,33666,2.228,952.9,596.6,97.925,13.42,14.72
10-08-2015,105.029999,209.279999,17375.17969,16.799999,48.43,43.67,33957,2.177,958.25,606.75,97.66,13.57,14.52
11-08-2015,106.489998,208.970001,17593.58984,18.299999,50.22,44.86,34999,2.23,986.65,610,97.24,14.44,14.48
12-08-2015,106.989998,207.110001,17382.92969,19.5,49.38,43.35,35301,2.15,988.45,599,97.235,14.81,14.52
13-08-2015,106.949997,208.729996,17401.64063,19.85,49.82,43.39,35860,2.141,1001.05,623.6,96.37,15.05,14.28
14-08-2015,107.07,208.429993,17410.11914,19.9,49.11,42.28,35915,2.184,991.25,613.9,96.36,14.92,14.17
17-08-2015,107.370003,208.710007,17472.66016,20.200001,48.76,42.2,35597,2.198,993.35,616.3,96.57,14.8,14.05
18-08-2015,106.669998,210.259995,17537.30078,20.5,48.55,42.06,35805,2.164,998.5,612.55,96.845,14.74,13.93
19-08-2015,107.629997,209.089996,17508.74023,19.5,48.5,42.81,34779,2.194,995,595.95,97.025,14.9,13.98
20-08-2015,109.809998,206.509995,17345.32031,19.799999,47.03,40.58,35735,2.133,1012.55,615.4,96.47,15.69,13.55
21-08-2015,110.93,201.729996,16990.68945,18.4,46.34,41.12,36464,2.078,1032.75,624.15,95.78,16.139999,13.46
24-08-2015,111.540001,197.630005,16459.75,15.95,45.35,40.39,36050,2.031,1024.35,600.55,94.88,15.16,12.62
25-08-2015,110.010002,195.429993,15882.26953,16.25,42.79,38.28,35314,2.012,973.25,575,93.52,14.52,13.02
26-08-2015,107.720001,192.080002,15676.25977,14.75,43.32,39.73,34546,2.057,982.35,528,93.78,13.48,12.85
27-08-2015,107.330002,197.020004,16285.50977,14.8,43.75,39.03,33466,2.168,984.7,533,95.21,13.1,13.05
28-08-2015,108.169998,198.5,16649.41992,15.05,47.4,42.8,33666,2.193,1008.8,564.8,95.805,13.76,13.83
31-08-2015,108.190002,198.110001,16632.01953,14.9,50.05,45.01,34334,2.195,1012.65,590.15,96.19,13.94,14.67
01-09-2015,109.629997,193.119995,16528.0293,14.95,52.92,48.15,34756,2.214,1007.45,599.5,95.89,14.21,15.48
02-09-2015,109.010002,194.619995,16058.34961,14.55,48.62,44.34,34387,2.161,1006.85,572.35,95.455,13.76,15.11
03-09-2015,107.769997,196.259995,16364.33984,13.95,50.58,46.14,34685,2.179,1014.45,584.4,96.01,13.39,15.23
04-09-2015,107.139999,192.850006,16371.75977,13.7,50.69,46.78,34900,2.165,1010,575.95,96.4,13.28,15.21
08-09-2015,107.599998,195.940002,16109.92969,13.9,47.76,45.89,35176,2.151,989.85,576.8,96.215,13.53,14.91
09-09-2015,106.639999,199.320007,16505.03906,13.7,49.39,45.83,35800,2.186,1005.75,589.9,95.86,13.36,14.99
10-09-2015,106.610001,194.559998,16252.57031,13.85,47.46,44.21,35391,2.183,983.65,577.7,95.885,13.35,14.61
11-09-2015,105.650002,195.380005,16330.40039,13.3,48.64,45.74,35488,2.222,982.8,590.75,95.525,13,14.62
14-09-2015,105.860001,196.949997,16450.85938,13.45,48.08,44.83,35158,2.201,968.5,593.05,95.175,13.06,14.42
15-09-2015,105.830002,196.610001,16382.58008,13.2,46.65,44.13,34701,2.185,957.45,587.45,95.46,13.05,14.48
16-09-2015,106.599998,198.820007,16599.50977,13.4,48.06,45.23,34648,2.274,962.65,601.8,95.765,13.38,14.91
17-09-2015,107.07,200.020004,16738.08008,14.3,49.98,47.19,35612,2.298,973.5,609.4,95.455,13.72,15.38
18-09-2015,109.099998,195.710007,16674.74023,15.5,49.26,47.26,35990,2.194,978.1,610.6,94.75,14.6,14.87
21-09-2015,108.489998,196.440002,16406.09961,15.6,47.64,46.14,36000,2.148,981.65,607.55,95.44,14.27,14.92
22-09-2015,107.580002,193.880005,16477.44922,15,48.5,46.45,36033,2.198,971.7,614.1,96.07,13.67,14.77
23-09-2015,108.540001,194.110001,16332.80957,14.95,49.08,46.57,35279,2.123,936.25,608.45,96.525,13.64,15.08
24-09-2015,109.669998,192.149994,16257.11035,14.85,47.88,44.7,35502,2.146,945.75,647.85,96.36,13.62,14.29
25-09-2015,109.870003,194.639999,16205.07031,15.55,48.17,45.16,35998,2.151,948.9,652.5,96.385,13.96,14.81
28-09-2015,108.370003,191.779999,16313.25977,15.2,48.34,45.43,35970,2.157,949.25,665.95,96.36,13.62,14.45
29-09-2015,108.239998,188.270004,16001.75977,14.7,47.45,44.54,35075,2.098,917.1,647.05,96.19,13.47,14.51
30-09-2015,106.779999,190.369995,16057.08008,14.85,47.96,45.01,34858,2.063,915.75,658.6,96.055,13.22,14.55
01-10-2015,106.980003,192.080002,16278.62012,16.299999,48.4,45.44,34645,2.042,907.95,653.7,96.4,13.79,15.15
05-10-2015,109.139999,196.460007,16502.09961,17.200001,48.08,45.72,34800,1.984,915.7,699.75,96.015,14.6,15.03
06-10-2015,109.800003,198.309998,16774.01953,18.75,49.35,46.23,36658,2.049,917.05,695.85,96.165,15.52,15.11
07-10-2015,109.75,198.899994,16805.41992,19.299999,52.15,49.08,37376,2.037,937.5,708.95,95.58,15.7,15.93
08-10-2015,109.160004,198.949997,16904.16992,18.799999,51.76,48.18,37120,2.069,947.2,700,95.665,15.36,15.66
09-10-2015,110.540001,201.380005,17054.68945,19.75,53.35,49.75,36771,2.099,952.3,704.7,95.35,15.97,16.040001
12-10-2015,111.669998,201.419998,17082.28906,20.15,52.64,49.57,36890,2.069,978.3,708.15,94.94,16.610001,15.99
13-10-2015,111.360001,200.649994,17113.55078,18.5,50.27,47.56,36834,2.069,989.5,695.7,94.96,15.79,15.18
14-10-2015,112.629997,200.179993,17079.08008,19.25,49.22,46.81,37419,2.047,989.15,684.05,94.79,16.24,14.98
15-10-2015,113.199997,200.080002,16944.85938,19.85,49.01,46.43,37566,1.988,1000.3,702.5,93.98,16.610001,14.81
16-10-2015,113.239998,202.830002,17141.75,20.4,50.21,46.91,37442,2.026,1006.35,703.75,94.59,16.84,15.28
19-10-2015,112.639999,202.5,17209.42969,19.65,50.38,47.45,37175,2.023,1017.25,702.05,94.72,16.32,14.91
20-10-2015,112.379997,202.850006,17228.4707,19,48.83,46.25,36850,2.024,1013.75,685.5,94.97,15.9,14.8
21-10-2015,112.370003,203.610001,17225.92969,19.549999,48.58,45.96,37087,2.06,1020.75,695.15,94.855,16.1,14.5
22-10-2015,111.519997,202.979996,17180.88086,19.15,47.96,45.35,36825,2.023,1004.2,679,95.05,15.81,14.62
23-10-2015,111.809998,207.25,17525.10938,19.85,48.32,45.52,36956,2.035,1011.2,685.15,96.595,16.34,14.23
26-10-2015,111.730003,207.300003,17649.57031,20.4,48,44.82,36922,2.083,1003.35,693.8,97.235,16.48,14.18
27-10-2015,111.309998,206.199997,17608.89063,19.5,47.43,43.83,36900,2.055,997.55,683.9,96.885,15.92,13.71
28-10-2015,112.68,207,17586.68945,20.299999,46.91,43.48,37127,2.044,986.7,679.3,97.05,16.41,13.97
29-10-2015,110.230003,208.350006,17771.5,19,49.15,46.14,37810,2.092,1000.65,677.6,97.705,15.64,14.71
30-10-2015,109.5,209.059998,17756.59961,18.549999,48.66,45.81,36589,2.162,992.65,671.1,97.3,15.07,14.66
02-11-2015,108.639999,208.320007,17672.61914,17.1,49.5,46.48,36425,2.137,986.1,676.25,96.815,14.8,14.69
03-11-2015,107.790001,209.970001,17819.74023,18.200001,48.9,46.2,36210,2.167,976.8,646.3,97,14.76,15.04
04-11-2015,107.019997,211.350006,17929.58008,18,50.25,47.78,35962,2.209,966.25,646.95,97.335,15.05,15.2
05-11-2015,106.010002,210.429993,17871.25,16.950001,48.84,46.66,35506,2.229,958.15,625.2,98.015,14.63,14.67
06-11-2015,104.169998,209.740005,17855.2207,15.95,48.05,45.46,35401,2.236,953.3,605.55,98.06,13.64,14.29
09-11-2015,104.290001,209.309998,17900.7793,16.1,47.46,44.55,35081,2.329,941.05,617.7,99.375,13.46,14.1
10-11-2015,104.089996,207.509995,17724.13086,16.5,47.32,44.14,34591,2.347,917.4,600.25,99.1,13.57,14
11-11-2015,104.089996,208.880005,17769.5,16.15,47.08,43.72,34248,2.335,903.1,595,99.2,13.54,14.06
12-11-2015,103.089996,206.5,17691.92969,16.15,45.92,43.08,34173,2.331,884,575.85,98.885,13.33,13.45
13-11-2015,103.540001,204.350006,17439.25,15.95,44.08,41.64,33896,2.317,881.95,561.5,98.645,13.44,13.2
16-11-2015,103.980003,202.320007,17229.93945,16.15,44.7,40.99,34000,2.245,863.65,540,99.06,13.74,13
17-11-2015,103.379997,205.990005,17486.99023,15.95,44.7,42.05,33827,2.275,867.8,552,99.475,13.62,13.17
18-11-2015,102.389999,206.039993,17485.49023,15.25,43.97,41.52,33600,2.273,854.75,543.15,99.755,13.15,13.14
19-11-2015,103.07,208.589996,17739.83008,16.299999,44.3,40.82,33744,2.273,852.45,536.7,99.47,13.69,12.92
20-11-2015,103.580002,209.449997,17732.75,16.35,44.38,40.54,33812,2.255,858.2,542.85,99.18,14.03,12.94
23-11-2015,102.480003,209.380005,17823.60938,15.15,44.46,41.55,33465,2.273,857.15,563.55,99.68,13.35,12.84
24-11-2015,103.120003,207.869995,17770.90039,15.5,45.11,42.08,33643,2.243,849.35,543.85,99.785,13.6,13.35
25-11-2015,102.470001,209.5,17820.81055,15.3,46.04,42.7,33725,2.246,842.6,539.05,99.61,13.65,13.11
27-11-2015,101.010002,209.429993,17806.03906,15.1,45.57,43.27,33900,2.222,854.7,555.3,99.93,13.41,13.09
30-11-2015,101.529999,209.75,17802.83984,14.85,44.86,41.79,33641,2.218,833.15,548,100.115,13.55,13.18
01-12-2015,102.300003,209.440002,17719.7207,15.35,44.62,41.75,33597,2.217,832.7,543,100.25,13.85,12.92
02-12-2015,101.349998,210.619995,17883.14063,15.2,44.32,41.71,33413,2.154,841.7,542.4,99.87,13.82,12.77
03-12-2015,101.230003,208.830002,17741.57031,15.8,42.77,40.17,33185,2.183,833.85,527.4,100.09,14.03,12.59
04-12-2015,102.739998,205.610001,17482.67969,15.85,43.98,41.34,33600,2.303,850.1,544.75,98.015,14.23,12.45
07-12-2015,103.32,209.229996,17845.49023,16.1,43.26,40.12,35136,2.285,877.75,554.5,98.33,14.62,12.02
08-12-2015,103.129997,206.490005,17703.99023,15.4,40.82,37.7,34725,2.236,857.65,549.1,98.745,14.23,11.52
09-12-2015,103.629997,206.190002,17558.17969,15.35,40.63,37.91,34374,2.227,851.1,556,98.485,14.42,11.77
10-12-2015,102.510002,205.419998,17493.16992,15.1,40.44,37.3,34396,2.218,856.7,542.8,97.365,14.15,11.44
11-12-2015,101.910004,203.350006,17574.75,15,39.55,36.67,34151,2.236,854.1,541.3,97.98,14.05,11.3
14-12-2015,102.580002,202.070007,17277.10938,15.35,37.85,35.45,33917,2.155,842.5,548.6,97.725,14.28,10.97
15-12-2015,101.709999,204.699997,17374.7793,14.75,37.89,36.34,33433,2.218,847.85,562.8,97.655,13.72,11.33
16-12-2015,102.589996,206.369995,17530.84961,14.9,38.09,36.86,33629,2.268,855.45,564.7,98.18,13.93,11.23
17-12-2015,100.919998,208.399994,17756.53906,14.2,37.6,35.92,34159,2.283,872.4,562.25,98.655,13.68,10.95
18-12-2015,101.349998,202.770004,17495.03906,14.45,36.81,35.03,33182,2.23,847.8,561.1,99.05,13.55,10.81
21-12-2015,102.949997,201.410004,17154.93945,15.55,36.55,34.58,34033,2.204,857.95,556.7,98.78,13.81,10.6
22-12-2015,103.089996,202.720001,17253.55078,15.8,36.36,35.84,34224,2.195,873.1,558,98.5,13.73,10.68
23-12-2015,102.400002,204.690002,17427.63086,15.7,36.37,36.54,34175,2.236,873.55,551.4,98.225,13.77,11.06
24-12-2015,102.82,205.720001,17593.25977,15.85,37.77,37.96,34237,2.257,872.55,556.7,98.39,14.08,11.34
28-12-2015,102.480003,204.860001,17535.66016,15.9,37.84,38.02,34222,2.253,891.6,562.5,97.97,14.03,11.06
29-12-2015,102.519997,206.509995,17547.36914,15.4,36.59,36.74,33645,2.232,881.85,557.8,97.925,13.97,11.16
30-12-2015,101.470001,207.110001,17711.93945,15.25,37.29,37.41,33656,2.3,891.85,558.85,98.305,13.65,10.96
31-12-2015,101.480003,205.130005,17590.66016,14.95,36.57,36.9,33543,2.303,871.75,545.55,98.26,13.66,10.84
04-01-2016,103.129997,200.490005,17405.48047,15.15,37.85,37.64,33364,2.293,891.7,550.55,98.76,14.12,11.26
05-01-2016,103.129997,201.399994,17147.5,15.45,37.27,36.93,33600,2.241,881.5,543.4,98.91,14.13,10.8
06-01-2016,104.370003,198.339996,17154.83008,15.3,36.64,36.21,33691,2.236,890.25,531,99.515,14.22,10.3
07-01-2016,105.830002,195.330002,16888.35938,15.65,34.52,34.11,33825,2.183,879.65,506,99.325,14.5,9.89
08-01-2016,105.480003,195.190002,16519.16992,15.95,34.02,33.34,34400,2.154,875.6,500.6,98.42,14.5,9.95
11-01-2016,105.470001,193.009995,16358.70996,16.549999,33.34,32.96,33900,2.126,876.85,490.9,98.335,14.57,9.72
12-01-2016,104.089996,193.820007,16419.10938,12.8,31.54,31.23,33583,2.175,848.85,458.6,98.945,13.8,9.43
13-01-2016,103.889999,194.449997,16526.63086,12.55,30.82,30.62,33386,2.117,833.3,475,99.105,13.54,9.3
14-01-2016,103.75,189.550003,16159.00977,12.6,30.26,30.62,34175,2.077,848.35,484.9,98.915,13.46,9.14
15-01-2016,104.919998,186.770004,16354.33008,12.4,31,31.25,33738,2.101,835.85,497,99.12,13.6,8.79
19-01-2016,104.059998,189.960007,16009.4502,11.55,28.7,29.38,34090,2.047,821.05,491.45,99.255,13.21,8.75
20-01-2016,105.169998,185.029999,15989.4502,10.9,28.66,28.33,34380,2.056,828.2,490.55,99.075,12.78,8.34
21-01-2016,104.989998,186.210007,15768.87012,10.5,27.99,28.4,34601,1.996,823.45,497.85,99.27,12.7,8.1
22-01-2016,104.93,189.779999,15921.09961,10.8,29.62,29.88,34292,2.035,820.2,501.6,99.28,12.73,9.09
25-01-2016,105.760002,189.919998,16086.45996,10.9,32.1,32.1,34277,2.059,833.3,498.55,99.64,13.26,8.94
27-01-2016,106.860001,189.580002,16168.74023,11.1,31.2,30.62,34964,1.989,875.85,495.4,99.13,13.87,8.92
28-01-2016,106.550003,189.960007,15960.28027,11.3,32.84,32.22,35310,1.996,882.45,500.55,99.005,13.87,9.8
29-01-2016,106.610001,190.020004,16090.25977,11.15,34.08,33.73,34822,1.987,869.25,495.5,98.68,13.83,9.77
01-02-2016,107.540001,192.529999,16453.63086,11.4,35.85,33.86,34789,1.933,873.7,500.2,99.7,14.33,9.35
02-02-2016,107.919998,191.960007,16420.21094,11.5,34.18,31.43,34807,1.943,872.45,504.2,99.035,14.48,8.72
03-02-2016,107.910004,191.410004,16186.2002,11.45,32.41,29.78,34915,1.85,856.3,490.85,98.84,14.44,8.84
04-02-2016,110.449997,190.710007,16329.66992,12.7,35.32,32.77,35599,1.883,881.4,512.6,97.185,15.8,9.55
05-02-2016,109.790001,190.990005,16417.94922,13.15,34.39,31.7,35866,1.848,908.5,514.5,96.545,15.75,9.04
08-02-2016,113.669998,185.770004,16147.50977,15.2,33.99,31.01,36113,1.853,910.75,499.8,97.05,17.5,8.77
09-02-2016,114.43,183.360001,16005.41016,14.05,33.17,30.25,37227,1.745,929.5,516.85,96.685,17.719999,8.51
10-02-2016,113.919998,186.410004,16035.61035,13.1,30.95,28.42,37100,1.736,934.3,520,96.03,16.719999,7.97
11-02-2016,118.589996,182.339996,15897.82031,14.9,30.83,27.47,36936,1.681,937.75,526,95.685,18.35,7.82
12-02-2016,118.120003,184.960007,15691.62012,14.8,31.31,27.34,38085,1.663,956.7,522.3,95.695,17.85,8.16
16-02-2016,116,188.770004,16012.38965,14.75,34.51,29.12,36900,1.772,937.05,520.65,96.635,17.940001,8.49
17-02-2016,115.470001,191.160004,16217.98047,14.5,32.54,29.16,37350,1.778,935.9,510.25,96.985,17.540001,8.43
18-02-2016,115.300003,193.199997,16483.75977,13.65,34.91,31.55,37130,1.812,944.6,515.85,96.835,17.52,9.03
19-02-2016,117.260002,191.169998,16410.96094,14.75,33.88,31.23,37483,1.74,947.95,505,96.75,18.610001,8.55
22-02-2016,115.440002,193.869995,16417.13086,14.3,33.25,29.72,37115,1.748,940.15,494.75,96.745,17.82,8.9
23-02-2016,116.68,194,16610.39063,14.75,34.54,33.39,36980,1.757,930.25,498.4,97.35,18.889999,8.76
24-02-2016,119,190.630005,16418.83984,14.9,32.98,31.32,37279,1.721,945.15,500.5,97.48,19.440001,8.19
25-02-2016,117.620003,193.729996,16504.38086,14.2,34.39,32.23,37171,1.752,937.45,487,97.54,19.01,8.48
26-02-2016,117.43,196.570007,16712.69922,14.65,35.1,33.2,37105,1.724,927.25,484.6,97.34,18.950001,9.14
29-02-2016,117.589996,195.110001,16634.15039,14.85,35.1,32.77,36103,1.757,914.4,486.65,98.18,18.959999,8.86
01-03-2016,118.739998,195.009995,16545.66992,15.2,36.6,33.95,36250,1.737,934.65,494.7,98.205,19.440001,8.98
02-03-2016,118.339996,197.740005,16851.16992,14.4,36.62,33.92,35680,1.816,937.5,516.45,98.33,18.719999,9.01
03-03-2016,118.860001,198.789993,16896.16992,14.75,37.05,34.77,35967,1.834,937.5,517,98.235,19.16,9.13
04-03-2016,121.129997,200.009995,16945,16.299999,37.04,34.7,36594,1.835,947.5,541.25,97.645,19.84,9.29
07-03-2016,121.18,199.339996,16991.28906,17.75,38.88,36.22,37922,1.879,984.75,555.8,97.335,20,9.68
08-03-2016,121.790001,199.320007,17050.66992,18.35,40.71,38,37500,1.908,998.9,578,97.07,20.620001,10.04
09-03-2016,119.199997,199.360001,16969.16992,16.85,39.65,36.38,37160,1.829,984.1,560.25,97.26,19.01,9.87
10-03-2016,120.5,199.960007,17006.05078,17.1,40.89,38.2,37150,1.876,980.7,567,97.295,19.84,9.96
11-03-2016,121.190002,201.259995,17014.99023,18.049999,40.33,38.02,37740,1.932,982.6,572,96.175,20.24,10.21
14-03-2016,120.269997,202.160004,17207.49023,16.9,40.25,38.22,37505,1.979,967.25,578.25,96.295,20.15,9.92
15-03-2016,117.779999,201.360001,17217.15039,15.95,39.67,37.44,37225,1.963,961.35,572.2,96.65,19.110001,9.73
16-03-2016,117.419998,201.600006,17249.33984,16.25,39.14,36.8,36951,1.97,960.1,568.9,96.66,19.219999,9.91
17-03-2016,121.160004,203.240005,17321.38086,18.15,40.45,38.66,37250,1.908,979,581.95,95.775,21.049999,10.37
18-03-2016,119.589996,204.169998,17481.49023,16.799999,41.38,41.72,38347,1.901,987.4,595.1,94.8,20.360001,10.71
21-03-2016,119,204.070007,17589.69922,17.15,41.31,39.06,37769,1.893,971.25,590.9,95.1,20.5,10.5
22-03-2016,119.730003,203.759995,17602.71094,17.549999,41.47,41.65,37870,1.919,980.15,602.8,95.445,20.9,10.41
23-03-2016,116.739998,204.110001,17588.81055,16.200001,41.56,41.21,37786,1.951,996.4,607,95.64,19.780001,10.33
24-03-2016,116.769997,202,17485.33008,15.3,40.4,39.82,36720,1.884,961.85,583,96.095,19.25,9.78
28-03-2016,116.730003,203.610001,17526.08008,15.5,40.58,39.61,36600,1.914,943.9,573,96.27,19.620001,10.01
29-03-2016,117.360001,202.759995,17512.58008,15.35,40.19,39.34,36518,1.883,949.25,567.95,95.945,19.629999,9.71
30-03-2016,117.879997,206.300003,17652.35938,15.65,39.42,38.55,36624,1.809,970.25,577.55,95.185,20.23,9.99
31-03-2016,118.160004,205.910004,17716.05078,15.9,39.12,38.38,36377,1.816,967.1,565.25,94.85,20.48,9.68
01-04-2016,116.080002,204.350006,17661.74023,15.35,40.14,38.22,36704,1.784,976.15,564.25,94.62,19.459999,9.41
04-04-2016,116.669998,206.830002,17799.39063,15.65,38.69,36.63,35995,1.765,960.65,561.35,94.56,20.049999,9.32
05-04-2016,117.760002,204.669998,17718.0293,15.4,37.5,35.52,35825,1.764,940.15,552.4,94.615,20.059999,9.07
06-04-2016,116.699997,204.190002,17605.44922,15.15,38.4,36.58,36079,1.732,954.3,547,94.635,19.879999,9.38
07-04-2016,118.650002,205.139999,17687.2793,15.8,39.9,37.81,36048,1.758,948.2,540,94.455,20.59,9.49
08-04-2016,118.07,205.339996,17555.39063,16.549999,39.68,37.54,36600,1.701,957.9,536.7,94.585,20.709999,9.98
11-04-2016,119.470001,205.25,17586.48047,17.65,42,39.76,36750,1.732,969.6,544.5,94.15,21.92,10.19
12-04-2016,120.230003,204.220001,17571.33984,18.6,42.7,40.38,37685,1.729,989.3,547.2,93.98,22.780001,10.37
13-04-2016,119.370003,207,17741.66016,18.5,44.44,41.66,38200,1.778,1000.25,546.05,94.045,22.48,10.59
14-04-2016,118.089996,208.070007,17912.25,18.25,44.01,41.57,38230,1.773,998.5,545.15,94.83,22.15,10.58
15-04-2016,117.330002,208.009995,17925.94922,17.950001,43.8,41.46,38351,1.787,991.1,563.75,94.91,21.75,10.28
18-04-2016,118.529999,207.779999,17890.19922,18.799999,41.8,38.9,38251,1.726,986.65,569.65,94.69,22.469999,9.84
19-04-2016,119.870003,209.740005,18012.09961,19.4,43.14,40.54,38548,1.783,977.25,567.45,94.5,23.08,10.25
20-04-2016,119.669998,209.949997,18059.49023,19.4,43.52,40.8,39850,1.78,1013.1,584.1,94.095,23.24,10.24
21-04-2016,120.419998,210.119995,18092.83984,19.5,45.54,44.04,40400,1.84,1019.85,596.45,94.51,23.450001,10.71
22-04-2016,118.709999,208.550003,17985.05078,18.9,44.75,43.49,40151,1.868,1024.65,605.35,94.605,22.950001,10.75
25-04-2016,118.139999,208.259995,17990.93945,18.950001,45.13,43.81,40300,1.891,1008.3,606,95.045,22.73,10.78
26-04-2016,118.790001,209.039993,17987.38086,19.25,44.69,42.98,40083,1.907,1016.9,605.45,94.73,22.709999,10.66
27-04-2016,118.970001,208.470001,17996.14063,19.549999,46.26,44.69,40350,1.922,1017.55,604.8,94.495,23.15,11.03
28-04-2016,119.919998,208.460007,18023.88086,19.6,47.1,45.34,40700,1.847,1026.25,611.35,94.35,23.48,11.16
29-04-2016,122.43,206.720001,17813.08984,20.799999,47.9,46.01,41250,1.839,1054.45,624.75,93.72,24.75,11.42
02-05-2016,123.779999,206.919998,17783.7793,21.450001,47.37,45.95,41618,1.83,1078.2,626.8,92.995,26.1,11.24
03-05-2016,123.730003,206.520004,17870.75,20.85,45.8,44.98,41101,1.856,1081.1,622.75,92.62,25.49,10.86
04-05-2016,122.849998,204.990005,17735.01953,19.4,45.21,43.87,40690,1.807,1067.75,607.75,92.955,24.200001,10.93
05-05-2016,122.629997,205.559998,17664.48047,18.950001,45.08,44.11,40915,1.793,1063.2,598.5,93.24,23.82,11.23
